id,pokemon_id,generation_id,hp,attack,defense,special_attack,special_defense,speed,meta
4528,163,9,60,30,30,36,56,50,hoothoot -- generation 9
4529,164,9,100,50,50,86,96,70,noctowl -- generation 9
4530,165,9,40,20,30,40,80,55,ledyba -- generation 9
4531,166,9,55,35,50,55,110,85,ledian -- generation 9
4532,167,9,40,60,40,40,40,30,spinarak -- generation 9
4533,168,9,70,90,70,60,70,40,ariados -- generation 9
4534,169,9,85,90,80,70,80,130,crobat -- generation 9
4535,170,9,75,38,38,56,56,67,chinchou -- generation 9
4536,171,9,125,58,58,76,76,67,lanturn -- generation 9
4537,172,9,20,40,15,35,35,60,pichu -- generation 9
4538,173,9,50,25,28,45,55,15,cleffa -- generation 9
4539,174,9,90,30,15,40,20,15,igglybuff -- generation 9
4540,175,9,35,20,65,40,65,20,togepi -- generation 9
4541,176,9,55,40,85,80,105,40,togetic -- generation 9
4542,177,9,40,50,45,70,45,70,natu -- generation 9
4543,178,9,65,75,70,95,70,95,xatu -- generation 9
4544,179,9,55,40,40,65,45,35,mareep -- generation 9
4545,180,9,70,55,55,80,60,45,flaaffy -- generation 9
4546,181,9,90,75,85,115,90,55,ampharos -- generation 9
4547,182,9,75,80,95,90,100,50,bellossom -- generation 9
4548,183,9,70,20,50,20,50,40,marill -- generation 9
4549,184,9,100,50,80,60,80,50,azumarill -- generation 9
4550,185,9,70,100,115,30,65,30,sudowoodo -- generation 9
4551,186,9,90,75,75,90,100,70,politoed -- generation 9
4552,187,9,35,35,40,35,55,50,hoppip -- generation 9
4553,188,9,55,45,50,45,65,80,skiploom -- generation 9
4554,189,9,75,55,70,55,95,110,jumpluff -- generation 9
4555,190,9,55,70,55,40,55,85,aipom -- generation 9
4556,191,9,30,30,30,30,30,30,sunkern -- generation 9
4557,192,9,75,75,55,105,85,30,sunflora -- generation 9
4558,193,9,65,65,45,75,45,95,yanma -- generation 9
4559,194,9,55,45,45,25,25,15,wooper -- generation 9
4560,195,9,95,85,85,65,65,35,quagsire -- generation 9
4561,196,9,65,65,60,130,95,110,espeon -- generation 9
4562,197,9,95,65,110,60,130,65,umbreon -- generation 9
4563,198,9,60,85,42,85,42,91,murkrow -- generation 9
4564,199,9,95,75,80,100,110,30,slowking -- generation 9
4565,200,9,60,60,60,85,85,85,misdreavus -- generation 9
4566,201,9,48,72,48,72,48,48,unown -- generation 9
4567,202,9,190,33,58,33,58,33,wobbuffet -- generation 9
4568,203,9,70,80,65,90,65,85,girafarig -- generation 9
4569,204,9,50,65,90,35,35,15,pineco -- generation 9
4570,205,9,75,90,140,60,60,40,forretress -- generation 9
4571,206,9,100,70,70,65,65,45,dunsparce -- generation 9
4572,207,9,65,75,105,35,65,85,gligar -- generation 9
4573,208,9,75,85,200,55,65,30,steelix -- generation 9
4574,209,9,60,80,50,40,40,30,snubbull -- generation 9
4575,210,9,90,120,75,60,60,45,granbull -- generation 9
4576,211,9,65,95,85,55,55,85,qwilfish -- generation 9
4577,212,9,70,130,100,55,80,65,scizor -- generation 9
4578,213,9,20,10,230,10,230,5,shuckle -- generation 9
4579,214,9,80,125,75,40,95,85,heracross -- generation 9
4580,215,9,55,95,55,35,75,115,sneasel -- generation 9
4581,216,9,60,80,50,50,50,40,teddiursa -- generation 9
4582,217,9,90,130,75,75,75,55,ursaring -- generation 9
4583,218,9,40,40,40,70,40,20,slugma -- generation 9
4584,219,9,60,50,120,90,80,30,magcargo -- generation 9
4585,220,9,50,50,40,30,30,50,swinub -- generation 9
4586,221,9,100,100,80,60,60,50,piloswine -- generation 9
4587,222,9,65,55,95,65,95,35,corsola -- generation 9
4588,223,9,35,65,35,65,35,65,remoraid -- generation 9
4589,224,9,75,105,75,105,75,45,octillery -- generation 9
4590,225,9,45,55,45,65,45,75,delibird -- generation 9
4591,226,9,85,40,70,80,140,70,mantine -- generation 9
4592,227,9,65,80,140,40,70,70,skarmory -- generation 9
4593,228,9,45,60,30,80,50,65,houndour -- generation 9
4594,229,9,75,90,50,110,80,95,houndoom -- generation 9
4595,230,9,75,95,95,95,95,85,kingdra -- generation 9
4596,231,9,90,60,60,40,40,40,phanpy -- generation 9
4597,232,9,90,120,120,60,60,50,donphan -- generation 9
4598,233,9,85,80,90,105,95,60,porygon2 -- generation 9
4599,234,9,73,95,62,85,65,85,stantler -- generation 9
4600,235,9,55,20,35,20,45,75,smeargle -- generation 9
4601,236,9,35,35,35,35,35,35,tyrogue -- generation 9
4602,237,9,50,95,95,35,110,70,hitmontop -- generation 9
4603,238,9,45,30,15,85,65,65,smoochum -- generation 9
4604,239,9,45,63,37,65,55,95,elekid -- generation 9
4605,240,9,45,75,37,70,55,83,magby -- generation 9
4606,241,9,95,80,105,40,70,100,miltank -- generation 9
4607,242,9,255,10,10,75,135,55,blissey -- generation 9
4608,243,9,90,85,75,115,100,115,raikou -- generation 9
4609,244,9,115,115,85,90,75,100,entei -- generation 9
4610,245,9,100,75,115,90,115,85,suicune -- generation 9
4611,246,9,50,64,50,45,50,41,larvitar -- generation 9
4612,247,9,70,84,70,65,70,51,pupitar -- generation 9
4613,248,9,100,134,110,95,100,61,tyranitar -- generation 9
4614,249,9,106,90,130,90,154,110,lugia -- generation 9
4615,250,9,106,130,90,110,154,90,hooh -- generation 9
4616,251,9,100,100,100,100,100,100,celebi -- generation 9
4617,252,9,40,45,35,65,55,70,treecko -- generation 9
4618,253,9,50,65,45,85,65,95,grovyle -- generation 9
4619,254,9,70,85,65,105,85,120,sceptile -- generation 9
4620,255,9,45,60,40,70,50,45,torchic -- generation 9
4621,256,9,60,85,60,85,60,55,combusken -- generation 9
4622,257,9,80,120,70,110,70,80,blaziken -- generation 9
4623,258,9,50,70,50,50,50,40,mudkip -- generation 9
4624,259,9,70,85,70,60,70,50,marshtomp -- generation 9
4625,260,9,100,110,90,85,90,60,swampert -- generation 9
4626,261,9,35,55,35,30,30,35,poochyena -- generation 9
4627,262,9,70,90,70,60,60,70,mightyena -- generation 9
4628,263,9,38,30,41,30,41,60,zigzagoon -- generation 9
4629,264,9,78,70,61,50,61,100,linoone -- generation 9
4630,265,9,45,45,35,20,30,20,wurmple -- generation 9
4631,266,9,50,35,55,25,25,15,silcoon -- generation 9
4632,267,9,60,70,50,100,50,65,beautifly -- generation 9
4633,268,9,50,35,55,25,25,15,cascoon -- generation 9
4634,269,9,60,50,70,50,90,65,dustox -- generation 9
4635,270,9,40,30,30,40,50,30,lotad -- generation 9
4636,271,9,60,50,50,60,70,50,lombre -- generation 9
4637,272,9,80,70,70,90,100,70,ludicolo -- generation 9
4638,273,9,40,40,50,30,30,30,seedot -- generation 9
4639,274,9,70,70,40,60,40,60,nuzleaf -- generation 9
4640,275,9,90,100,60,90,60,80,shiftry -- generation 9
4641,276,9,40,55,30,30,30,85,taillow -- generation 9
4642,277,9,60,85,60,75,50,125,swellow -- generation 9
4643,278,9,40,30,30,55,30,85,wingull -- generation 9
4644,279,9,60,50,100,95,70,65,pelipper -- generation 9
4645,280,9,28,25,25,45,35,40,ralts -- generation 9
4646,281,9,38,35,35,65,55,50,kirlia -- generation 9
4647,282,9,68,65,65,125,115,80,gardevoir -- generation 9
4648,283,9,40,30,32,50,52,65,surskit -- generation 9
4649,284,9,70,60,62,100,82,80,masquerain -- generation 9
4650,285,9,60,40,60,40,60,35,shroomish -- generation 9
4651,286,9,60,130,80,60,60,70,breloom -- generation 9
4652,287,9,60,60,60,35,35,30,slakoth -- generation 9
4653,288,9,80,80,80,55,55,90,vigoroth -- generation 9
4654,289,9,150,160,100,95,65,100,slaking -- generation 9
4655,290,9,31,45,90,30,30,40,nincada -- generation 9
4656,291,9,61,90,45,50,50,160,ninjask -- generation 9
4657,292,9,1,90,45,30,30,40,shedinja -- generation 9
4658,293,9,64,51,23,51,23,28,whismur -- generation 9
4659,294,9,84,71,43,71,43,48,loudred -- generation 9
4660,295,9,104,91,63,91,73,68,exploud -- generation 9
4661,296,9,72,60,30,20,30,25,makuhita -- generation 9
4662,297,9,144,120,60,40,60,50,hariyama -- generation 9
4663,298,9,50,20,40,20,40,20,azurill -- generation 9
4664,299,9,30,45,135,45,90,30,nosepass -- generation 9
4665,300,9,50,45,45,35,35,50,skitty -- generation 9
4666,301,9,70,65,65,55,55,90,delcatty -- generation 9
4667,302,9,50,75,75,65,65,50,sableye -- generation 9
4668,303,9,50,85,85,55,55,50,mawile -- generation 9
4669,304,9,50,70,100,40,40,30,aron -- generation 9
4670,305,9,60,90,140,50,50,40,lairon -- generation 9
4671,306,9,70,110,180,60,60,50,aggron -- generation 9
4672,307,9,30,40,55,40,55,60,meditite -- generation 9
4673,308,9,60,60,75,60,75,80,medicham -- generation 9
4674,309,9,40,45,40,65,40,65,electrike -- generation 9
4675,310,9,70,75,60,105,60,105,manectric -- generation 9
4676,311,9,60,50,40,85,75,95,plusle -- generation 9
4677,312,9,60,40,50,75,85,95,minun -- generation 9
4678,313,9,65,73,75,47,85,85,volbeat -- generation 9
4679,314,9,65,47,75,73,85,85,illumise -- generation 9
4680,315,9,50,60,45,100,80,65,roselia -- generation 9
4681,316,9,70,43,53,43,53,40,gulpin -- generation 9
4682,317,9,100,73,83,73,83,55,swalot -- generation 9
4683,318,9,45,90,20,65,20,65,carvanha -- generation 9
4684,319,9,70,120,40,95,40,95,sharpedo -- generation 9
4685,320,9,130,70,35,70,35,60,wailmer -- generation 9
4686,321,9,170,90,45,90,45,60,wailord -- generation 9
4687,322,9,60,60,40,65,45,35,numel -- generation 9
4688,323,9,70,100,70,105,75,40,camerupt -- generation 9
4689,324,9,70,85,140,85,70,20,torkoal -- generation 9
4690,325,9,60,25,35,70,80,60,spoink -- generation 9
4691,326,9,80,45,65,90,110,80,grumpig -- generation 9
4692,327,9,60,60,60,60,60,60,spinda -- generation 9
4693,328,9,45,100,45,45,45,10,trapinch -- generation 9
4694,329,9,50,70,50,50,50,70,vibrava -- generation 9
4695,330,9,80,100,80,80,80,100,flygon -- generation 9
4696,331,9,50,85,40,85,40,35,cacnea -- generation 9
4697,332,9,70,115,60,115,60,55,cacturne -- generation 9
4698,333,9,45,40,60,40,75,50,swablu -- generation 9
4699,334,9,75,70,90,70,105,80,altaria -- generation 9
4700,335,9,73,115,60,60,60,90,zangoose -- generation 9
4701,336,9,73,100,60,100,60,65,seviper -- generation 9
4702,337,9,90,55,65,95,85,70,lunatone -- generation 9
4703,338,9,90,95,85,55,65,70,solrock -- generation 9
4704,339,9,50,48,43,46,41,60,barboach -- generation 9
4705,340,9,110,78,73,76,71,60,whiscash -- generation 9
4706,341,9,43,80,65,50,35,35,corphish -- generation 9
4707,342,9,63,120,85,90,55,55,crawdaunt -- generation 9
4708,343,9,40,40,55,40,70,55,baltoy -- generation 9
4709,344,9,60,70,105,70,120,75,claydol -- generation 9
4710,345,9,66,41,77,61,87,23,lileep -- generation 9
4711,346,9,86,81,97,81,107,43,cradily -- generation 9
4712,347,9,45,95,50,40,50,75,anorith -- generation 9
4713,348,9,75,125,100,70,80,45,armaldo -- generation 9
4714,349,9,20,15,20,10,55,80,feebas -- generation 9
4715,350,9,95,60,79,100,125,81,milotic -- generation 9
4716,351,9,70,70,70,70,70,70,castform -- generation 9
4717,352,9,60,90,70,60,120,40,kecleon -- generation 9
4718,353,9,44,75,35,63,33,45,shuppet -- generation 9
4719,354,9,64,115,65,83,63,65,banette -- generation 9
4720,355,9,20,40,90,30,90,25,duskull -- generation 9
4721,356,9,40,70,130,60,130,25,dusclops -- generation 9
4722,357,9,99,68,83,72,87,51,tropius -- generation 9
4723,358,9,75,50,80,95,90,65,chimecho -- generation 9
4724,359,9,65,130,60,75,60,75,absol -- generation 9
4725,360,9,95,23,48,23,48,23,wynaut -- generation 9
4726,361,9,50,50,50,50,50,50,snorunt -- generation 9
4727,362,9,80,80,80,80,80,80,glalie -- generation 9
4728,363,9,70,40,50,55,50,25,spheal -- generation 9
4729,364,9,90,60,70,75,70,45,sealeo -- generation 9
4730,365,9,110,80,90,95,90,65,walrein -- generation 9
4731,366,9,35,64,85,74,55,32,clamperl -- generation 9
4732,367,9,55,104,105,94,75,52,huntail -- generation 9
4733,368,9,55,84,105,114,75,52,gorebyss -- generation 9
4734,369,9,100,90,130,45,65,55,relicanth -- generation 9
4735,370,9,43,30,55,40,65,97,luvdisc -- generation 9
4736,371,9,45,75,60,40,30,50,bagon -- generation 9
4737,372,9,65,95,100,60,50,50,shelgon -- generation 9
4738,373,9,95,135,80,110,80,100,salamence -- generation 9
4739,374,9,40,55,80,35,60,30,beldum -- generation 9
4740,375,9,60,75,100,55,80,50,metang -- generation 9
4741,376,9,80,135,130,95,90,70,metagross -- generation 9
4742,377,9,80,100,200,50,100,50,regirock -- generation 9
4743,378,9,80,50,100,100,200,50,regice -- generation 9
4744,379,9,80,75,150,75,150,50,registeel -- generation 9
4745,380,9,80,80,90,110,130,110,latias -- generation 9
4746,381,9,80,90,80,130,110,110,latios -- generation 9
4747,382,9,100,100,90,150,140,90,kyogre -- generation 9
4748,383,9,100,150,140,100,90,90,groudon -- generation 9
4749,384,9,105,150,90,150,90,95,rayquaza -- generation 9
4750,385,9,100,100,100,100,100,100,jirachi -- generation 9
4751,386,9,50,150,50,150,50,150,deoxys -- generation 9
4752,387,9,55,68,64,45,55,31,turtwig -- generation 9
4753,388,9,75,89,85,55,65,36,grotle -- generation 9
4754,389,9,95,109,105,75,85,56,torterra -- generation 9
4755,390,9,44,58,44,58,44,61,chimchar -- generation 9
4756,391,9,64,78,52,78,52,81,monferno -- generation 9
4757,392,9,76,104,71,104,71,108,infernape -- generation 9
4758,393,9,53,51,53,61,56,40,piplup -- generation 9
4759,394,9,64,66,68,81,76,50,prinplup -- generation 9
4760,395,9,84,86,88,111,101,60,empoleon -- generation 9
4761,396,9,40,55,30,30,30,60,starly -- generation 9
4762,397,9,55,75,50,40,40,80,staravia -- generation 9
4763,398,9,85,120,70,50,60,100,staraptor -- generation 9
4764,399,9,59,45,40,35,40,31,bidoof -- generation 9
4765,400,9,79,85,60,55,60,71,bibarel -- generation 9
4766,401,9,37,25,41,25,41,25,kricketot -- generation 9
4767,402,9,77,85,51,55,51,65,kricketune -- generation 9
4768,403,9,45,65,34,40,34,45,shinx -- generation 9
4769,404,9,60,85,49,60,49,60,luxio -- generation 9
4770,405,9,80,120,79,95,79,70,luxray -- generation 9
4771,406,9,40,30,35,50,70,55,budew -- generation 9
4772,407,9,60,70,65,125,105,90,roserade -- generation 9
4773,408,9,67,125,40,30,30,58,cranidos -- generation 9
4774,409,9,97,165,60,65,50,58,rampardos -- generation 9
4775,410,9,30,42,118,42,88,30,shieldon -- generation 9
4776,411,9,60,52,168,47,138,30,bastiodon -- generation 9
4777,412,9,40,29,45,29,45,36,burmy -- generation 9
4778,413,9,60,59,85,79,105,36,wormadam -- generation 9
4779,414,9,70,94,50,94,50,66,mothim -- generation 9
4780,415,9,30,30,42,30,42,70,combee -- generation 9
4781,416,9,70,80,102,80,102,40,vespiquen -- generation 9
4782,417,9,60,45,70,45,90,95,pachirisu -- generation 9
4783,418,9,55,65,35,60,30,85,buizel -- generation 9
4784,419,9,85,105,55,85,50,115,floatzel -- generation 9
4785,420,9,45,35,45,62,53,35,cherubi -- generation 9
4786,421,9,70,60,70,87,78,85,cherrim -- generation 9
4787,422,9,76,48,48,57,62,34,shellos -- generation 9
4788,423,9,111,83,68,92,82,39,gastrodon -- generation 9
4789,424,9,75,100,66,60,66,115,ambipom -- generation 9
4790,425,9,90,50,34,60,44,70,drifloon -- generation 9
4791,426,9,150,80,44,90,54,80,drifblim -- generation 9
4792,427,9,55,66,44,44,56,85,buneary -- generation 9
4793,428,9,65,76,84,54,96,105,lopunny -- generation 9
4794,429,9,60,60,60,105,105,105,mismagius -- generation 9
4795,430,9,100,125,52,105,52,71,honchkrow -- generation 9
4796,431,9,49,55,42,42,37,85,glameow -- generation 9
4797,432,9,71,82,64,64,59,112,purugly -- generation 9
4798,433,9,45,30,50,65,50,45,chingling -- generation 9
4799,434,9,63,63,47,41,41,74,stunky -- generation 9
4800,435,9,103,93,67,71,61,84,skuntank -- generation 9
4801,436,9,57,24,86,24,86,23,bronzor -- generation 9
4802,437,9,67,89,116,79,116,33,bronzong -- generation 9
4803,438,9,50,80,95,10,45,10,bonsly -- generation 9
4804,439,9,20,25,45,70,90,60,mimejr -- generation 9
4805,440,9,100,5,5,15,65,30,happiny -- generation 9
4806,441,9,76,65,45,92,42,91,chatot -- generation 9
4807,442,9,50,92,108,92,108,35,spiritomb -- generation 9
4808,443,9,58,70,45,40,45,42,gible -- generation 9
4809,444,9,68,90,65,50,55,82,gabite -- generation 9
4810,445,9,108,130,95,80,85,102,garchomp -- generation 9
4811,446,9,135,85,40,40,85,5,munchlax -- generation 9
4812,447,9,40,70,40,35,40,60,riolu -- generation 9
4813,448,9,70,110,70,115,70,90,lucario -- generation 9
4814,449,9,68,72,78,38,42,32,hippopotas -- generation 9
4815,450,9,108,112,118,68,72,47,hippowdon -- generation 9
4816,451,9,40,50,90,30,55,65,skorupi -- generation 9
4817,452,9,70,90,110,60,75,95,drapion -- generation 9
4818,453,9,48,61,40,61,40,50,croagunk -- generation 9
4819,454,9,83,106,65,86,65,85,toxicroak -- generation 9
4820,455,9,74,100,72,90,72,46,carnivine -- generation 9
4821,456,9,49,49,56,49,61,66,finneon -- generation 9
4822,457,9,69,69,76,69,86,91,lumineon -- generation 9
4823,458,9,45,20,50,60,120,50,mantyke -- generation 9
4824,459,9,60,62,50,62,60,40,snover -- generation 9
4825,460,9,90,92,75,92,85,60,abomasnow -- generation 9
4826,461,9,70,120,65,45,85,125,weavile -- generation 9
4827,462,9,70,70,115,130,90,60,magnezone -- generation 9
4828,463,9,110,85,95,80,95,50,lickilicky -- generation 9
4829,464,9,115,140,130,55,55,40,rhyperior -- generation 9
4830,465,9,100,100,125,110,50,50,tangrowth -- generation 9
4831,466,9,75,123,67,95,85,95,electivire -- generation 9
4832,467,9,75,95,67,125,95,83,magmortar -- generation 9
4833,468,9,85,50,95,120,115,80,togekiss -- generation 9
4834,469,9,86,76,86,116,56,95,yanmega -- generation 9
4835,470,9,65,110,130,60,65,95,leafeon -- generation 9
4836,471,9,65,60,110,130,95,65,glaceon -- generation 9
4837,472,9,75,95,125,45,75,95,gliscor -- generation 9
4838,473,9,110,130,80,70,60,80,mamoswine -- generation 9
4839,474,9,85,80,70,135,75,90,porygonz -- generation 9
4840,475,9,68,125,65,65,115,80,gallade -- generation 9
4841,476,9,60,55,145,75,150,40,probopass -- generation 9
4842,477,9,45,100,135,65,135,45,dusknoir -- generation 9
4843,478,9,70,80,70,80,70,110,froslass -- generation 9
4844,479,9,50,50,77,95,77,91,rotom -- generation 9
4845,480,9,75,75,130,75,130,95,uxie -- generation 9
4846,481,9,80,105,105,105,105,80,mesprit -- generation 9
4847,482,9,75,125,70,125,70,115,azelf -- generation 9
4848,483,9,100,120,120,150,100,90,dialga -- generation 9
4849,484,9,90,120,100,150,120,100,palkia -- generation 9
4850,485,9,91,90,106,130,106,77,heatran -- generation 9
4851,486,9,110,160,110,80,110,100,regigigas -- generation 9
4852,487,9,150,100,120,100,120,90,giratina -- generation 9
4853,488,9,120,70,110,75,120,85,cresselia -- generation 9
4854,489,9,80,80,80,80,80,80,phione -- generation 9
4855,490,9,100,100,100,100,100,100,manaphy -- generation 9
4856,491,9,70,90,90,135,90,125,darkrai -- generation 9
4857,492,9,100,100,100,100,100,100,shaymin -- generation 9
4858,493,9,120,120,120,120,120,120,arceus -- generation 9
4859,494,9,100,100,100,100,100,100,victini -- generation 9
4860,495,9,45,45,55,45,55,63,snivy -- generation 9
4861,496,9,60,60,75,60,75,83,servine -- generation 9
4862,497,9,75,75,95,75,95,113,serperior -- generation 9
4863,498,9,65,63,45,45,45,45,tepig -- generation 9
4864,499,9,90,93,55,70,55,55,pignite -- generation 9
4865,500,9,110,123,65,100,65,65,emboar -- generation 9
4866,501,9,55,55,45,63,45,45,oshawott -- generation 9
4867,502,9,75,75,60,83,60,60,dewott -- generation 9
4868,503,9,95,100,85,108,70,70,samurott -- generation 9
4869,504,9,45,55,39,35,39,42,patrat -- generation 9
4870,505,9,60,85,69,60,69,77,watchog -- generation 9
4871,506,9,45,60,45,25,45,55,lillipup -- generation 9
4872,507,9,65,80,65,35,65,60,herdier -- generation 9
4873,508,9,85,110,90,45,90,80,stoutland -- generation 9
4874,509,9,41,50,37,50,37,66,purrloin -- generation 9
4875,510,9,64,88,50,88,50,106,liepard -- generation 9
4876,511,9,50,53,48,53,48,64,pansage -- generation 9
4877,512,9,75,98,63,98,63,101,simisage -- generation 9
4878,513,9,50,53,48,53,48,64,pansear -- generation 9
4879,514,9,75,98,63,98,63,101,simisear -- generation 9
4880,515,9,50,53,48,53,48,64,panpour -- generation 9
4881,516,9,75,98,63,98,63,101,simipour -- generation 9
4882,517,9,76,25,45,67,55,24,munna -- generation 9
4883,518,9,116,55,85,107,95,29,musharna -- generation 9
4884,519,9,50,55,50,36,30,43,pidove -- generation 9
4885,520,9,62,77,62,50,42,65,tranquill -- generation 9
4886,521,9,80,115,80,65,55,93,unfezant -- generation 9
4887,522,9,45,60,32,50,32,76,blitzle -- generation 9
4888,523,9,75,100,63,80,63,116,zebstrika -- generation 9
4889,524,9,55,75,85,25,25,15,roggenrola -- generation 9
4890,525,9,70,105,105,50,40,20,boldore -- generation 9
4891,526,9,85,135,130,60,80,25,gigalith -- generation 9
4892,527,9,65,45,43,55,43,72,woobat -- generation 9
4893,528,9,67,57,55,77,55,114,swoobat -- generation 9
4894,529,9,60,85,40,30,45,68,drilbur -- generation 9
4895,530,9,110,135,60,50,65,88,excadrill -- generation 9
4896,531,9,103,60,86,60,86,50,audino -- generation 9
4897,532,9,75,80,55,25,35,35,timburr -- generation 9
4898,533,9,85,105,85,40,50,40,gurdurr -- generation 9
4899,534,9,105,140,95,55,65,45,conkeldurr -- generation 9
4900,535,9,50,50,40,50,40,64,tympole -- generation 9
4901,536,9,75,65,55,65,55,69,palpitoad -- generation 9
4902,537,9,105,95,75,85,75,74,seismitoad -- generation 9
4903,538,9,120,100,85,30,85,45,throh -- generation 9
4904,539,9,75,125,75,30,75,85,sawk -- generation 9
4905,540,9,45,53,70,40,60,42,sewaddle -- generation 9
4906,541,9,55,63,90,50,80,42,swadloon -- generation 9
4907,542,9,75,103,80,70,80,92,leavanny -- generation 9
4908,543,9,30,45,59,30,39,57,venipede -- generation 9
4909,544,9,40,55,99,40,79,47,whirlipede -- generation 9
4910,545,9,60,100,89,55,69,112,scolipede -- generation 9
4911,546,9,40,27,60,37,50,66,cottonee -- generation 9
4912,547,9,60,67,85,77,75,116,whimsicott -- generation 9
4913,548,9,45,35,50,70,50,30,petilil -- generation 9
4914,549,9,70,60,75,110,75,90,lilligant -- generation 9
4915,550,9,70,92,65,80,55,98,basculin -- generation 9
4916,551,9,50,72,35,35,35,65,sandile -- generation 9
4917,552,9,60,82,45,45,45,74,krokorok -- generation 9
4918,553,9,95,117,80,65,70,92,krookodile -- generation 9
4919,554,9,70,90,45,15,45,50,darumaka -- generation 9
4920,555,9,105,140,55,30,55,95,darmanitan -- generation 9
4921,556,9,75,86,67,106,67,60,maractus -- generation 9
4922,557,9,50,65,85,35,35,55,dwebble -- generation 9
4923,558,9,70,105,125,65,75,45,crustle -- generation 9
4924,559,9,50,75,70,35,70,48,scraggy -- generation 9
4925,560,9,65,90,115,45,115,58,scrafty -- generation 9
4926,561,9,72,58,80,103,80,97,sigilyph -- generation 9
4927,562,9,38,30,85,55,65,30,yamask -- generation 9
4928,563,9,58,50,145,95,105,30,cofagrigus -- generation 9
4929,564,9,54,78,103,53,45,22,tirtouga -- generation 9
4930,565,9,74,108,133,83,65,32,carracosta -- generation 9
4931,566,9,55,112,45,74,45,70,archen -- generation 9
4932,567,9,75,140,65,112,65,110,archeops -- generation 9
4933,568,9,50,50,62,40,62,65,trubbish -- generation 9
4934,569,9,80,95,82,60,82,75,garbodor -- generation 9
4935,570,9,40,65,40,80,40,65,zorua -- generation 9
4936,571,9,60,105,60,120,60,105,zoroark -- generation 9
4937,572,9,55,50,40,40,40,75,minccino -- generation 9
4938,573,9,75,95,60,65,60,115,cinccino -- generation 9
4939,574,9,45,30,50,55,65,45,gothita -- generation 9
4940,575,9,60,45,70,75,85,55,gothorita -- generation 9
4941,576,9,70,55,95,95,110,65,gothitelle -- generation 9
4942,577,9,45,30,40,105,50,20,solosis -- generation 9
4943,578,9,65,40,50,125,60,30,duosion -- generation 9
4944,579,9,110,65,75,125,85,30,reuniclus -- generation 9
4945,580,9,62,44,50,44,50,55,ducklett -- generation 9
4946,581,9,75,87,63,87,63,98,swanna -- generation 9
4947,582,9,36,50,50,65,60,44,vanillite -- generation 9
4948,583,9,51,65,65,80,75,59,vanillish -- generation 9
4949,584,9,71,95,85,110,95,79,vanilluxe -- generation 9
4950,585,9,60,60,50,40,50,75,deerling -- generation 9
4951,586,9,80,100,70,60,70,95,sawsbuck -- generation 9
4952,587,9,55,75,60,75,60,103,emolga -- generation 9
4953,588,9,50,75,45,40,45,60,karrablast -- generation 9
4954,589,9,70,135,105,60,105,20,escavalier -- generation 9
4955,590,9,69,55,45,55,55,15,foongus -- generation 9
4956,591,9,114,85,70,85,80,30,amoonguss -- generation 9
4957,592,9,55,40,50,65,85,40,frillish -- generation 9
4958,593,9,100,60,70,85,105,60,jellicent -- generation 9
4959,594,9,165,75,80,40,45,65,alomomola -- generation 9
4960,595,9,50,47,50,57,50,65,joltik -- generation 9
4961,596,9,70,77,60,97,60,108,galvantula -- generation 9
4962,597,9,44,50,91,24,86,10,ferroseed -- generation 9
4963,598,9,74,94,131,54,116,20,ferrothorn -- generation 9
4964,599,9,40,55,70,45,60,30,klink -- generation 9
4965,600,9,60,80,95,70,85,50,klang -- generation 9
4966,601,9,60,100,115,70,85,90,klinklang -- generation 9
4967,602,9,35,55,40,45,40,60,tynamo -- generation 9
4968,603,9,65,85,70,75,70,40,eelektrik -- generation 9
4969,604,9,85,115,80,105,80,50,eelektross -- generation 9
4970,605,9,55,55,55,85,55,30,elgyem -- generation 9
4971,606,9,75,75,75,125,95,40,beheeyem -- generation 9
4972,607,9,50,30,55,65,55,20,litwick -- generation 9
4973,608,9,60,40,60,95,60,55,lampent -- generation 9
4974,609,9,60,55,90,145,90,80,chandelure -- generation 9
4975,610,9,46,87,60,30,40,57,axew -- generation 9
4976,611,9,66,117,70,40,50,67,fraxure -- generation 9
4977,612,9,76,147,90,60,70,97,haxorus -- generation 9
4978,613,9,55,70,40,60,40,40,cubchoo -- generation 9
4979,614,9,95,130,80,70,80,50,beartic -- generation 9
4980,615,9,80,50,50,95,135,105,cryogonal -- generation 9
4981,616,9,50,40,85,40,65,25,shelmet -- generation 9
4982,617,9,80,70,40,100,60,145,accelgor -- generation 9
4983,618,9,109,66,84,81,99,32,stunfisk -- generation 9
4984,619,9,45,85,50,55,50,65,mienfoo -- generation 9
4985,620,9,65,125,60,95,60,105,mienshao -- generation 9
4986,621,9,77,120,90,60,90,48,druddigon -- generation 9
4987,622,9,59,74,50,35,50,35,golett -- generation 9
4988,623,9,89,124,80,55,80,55,golurk -- generation 9
4989,624,9,45,85,70,40,40,60,pawniard -- generation 9
4990,625,9,65,125,100,60,70,70,bisharp -- generation 9
4991,626,9,95,110,95,40,95,55,bouffalant -- generation 9
4992,627,9,70,83,50,37,50,60,rufflet -- generation 9
4993,628,9,100,123,75,57,75,80,braviary -- generation 9
4994,629,9,70,55,75,45,65,60,vullaby -- generation 9
4995,630,9,110,65,105,55,95,80,mandibuzz -- generation 9
4996,631,9,85,97,66,105,66,65,heatmor -- generation 9
4997,632,9,58,109,112,48,48,109,durant -- generation 9
4998,633,9,52,65,50,45,50,38,deino -- generation 9
